,preferred,bias,member,Time
1024,6.000,,82,230.0
1025,4.500,,6,230.0
1026,4.500,,22,230.0
1027,4.875,,58,230.0
1028,5.000,,5,230.0
1029,5.250,,52,230.0
1030,5.250,,26,230.0
1031,Mayo,,4,231.0
1032,Mitchell,,70,231.0
1033,Holland,,15,231.0
1034,Burns,,5,231.0
1035,Hayes,,22,231.0
1036,Wallich,,52,231.0
1037,Balles,,57,231.0
1038,Morris,,36,231.0
1039,Winn,,13,231.0
1040,Black,,32,231.0
1041,Kimbrel,,82,231.0
1042,Clay,,6,231.0
1043,Francis,,58,231.0
1044,Francis,,59,231.0
1045,Staff,proposal,7,231.0
1046,Staff,proposal,45,231.0
1047,Number,(voters),14,231.0
1048,0,,26,231.0
1049,4.500,,4,232.0
1050,5.125,,22,232.0
1051,5.125,,36,232.0
1052,5.250,,5,232.0
1053,5.250,,15,232.0
1054,5.250,,52,232.0
1055,5.375,,32,232.0
1056,5.375,,57,232.0
1057,5.500,,13,232.0
1058,5.899,A,82,232.0
1059,6.000,,6,232.0
1060,5.250,,7,232.0
1061,5.250,,58,232.0
1062,5.250,,59,232.0
1063,5.499,LE,14,232.0
1064,5.750,,45,232.0
1065,6.000,,26,232.0
1066,5.574,,22,233.0
1067,5.499,,4,233.0
1068,18,,52,233.0
1069,5.426,,5,233.0
1070,5.313,,15,233.0
1071,Eastburn,,57,233.0
1072,Bucher,,32,233.0
1073,Mayo,,36,233.0
1074,Baughman,,13,233.0
1075,Coldwell,,82,233.0
1076,Mitchell,,6,233.0
1077,Hayes,,58,233.0
1078,Holland,,7,233.0
1079,MacLaury,,45,233.0
1080,Burns,,14,233.0
1081,Wallich,,59,233.0
1082,0,,26,233.0
1083,5.000,,4,234.0
1084,5.250,,22,234.0
1085,5.375,,15,234.0
1086,5.438,,36,234.0
1087,5.500,,18,234.0
1088,5.500,,52,234.0
1089,5.500,,57,234.0
1090,5.500,,5,234.0
1091,5.750,,13,234.0
1092,5.886,A,82,234.0
1093,6.000,,6,234.0
1094,5.250,,58,234.0
1095,5.250,,7,234.0
1096,5.500,,45,234.0
1097,5.500,,59,234.0
1098,5.500,,14,234.0
1099,MacLaury,,26,234.0
1100,Eastburn,,4,235.0
1101,Mayo,,39,235.0
1102,Burns,,36,235.0
1103,Coldwell,,5,235.0
1104,Debs,,22,235.0
1105,Wallich,,52,235.0
1106,Black,,13,235.0
1107,Balles,,15,235.0
1108,Clay,,18,235.0
1109,Morris,,82,235.0
1110,Kimbrel,,7,235.0
1111,Leonard,,6,235.0
1112,Leonard,,14,235.0
1113,Staff,proposal,58,235.0
1114,Staff,proposal,45,235.0
1115,6.625,,52,236.0
1116,6.744,A,57,236.0
1117,6.125,,13,236.0
1118,6.125,,36,236.0
1119,6.188,,15,236.0
1120,6.188,,81,236.0
1121,6.250,,4,236.0
1122,6.250,,39,236.0
1123,6.375,,82,236.0
1124,6.750,,5,236.0
1125,6.750,,22,236.0
1126,6.125,,58,236.0
1127,6.188,,6,236.0
1128,6.375,,45,236.0
1129,6.375,,15,236.0
1130,6.744,A,4,236.0
1131,6.125,,36,236.0
1132,6.125,,52,236.0
1133,6.188,,81,236.0
1134,6.188,,22,236.0
1135,6.250,,39,236.0
1136,6.250,,57,236.0
1137,6.375,,13,236.0
1138,6.750,,82,236.0
1139,6.750,,5,236.0
1140,6.125,,6,236.0
1141,6.188,,58,236.0
1142,6.375,,45,236.0
1143,6.375,,59,236.0
1144,Coldwell,,7,236.0
1145,Bucher,,14,236.0
1146,0,,26,236.0
1147,5.500,,15,238.0
1148,5.500,,22,238.0
1149,5.500,,52,238.0
1150,5.500,,82,238.0
1151,5.750,,36,238.0
1152,5.750,,39,238.0
1153,5.750,,57,238.0
1154,5.750,,5,238.0
1155,5.875,,13,238.0
1156,5.875,,81,238.0
1157,5.875,,6,238.0
1158,5.500,,58,238.0
1159,5.500,,7,238.0
1160,5.500,,45,238.0
1161,5.500,,22,239.0
1162,16,,82,239.0
1163,5.664,,5,239.0
1164,5.750,,15,239.0
1165,Eastburn,,57,239.0
1166,Wallich,,4,239.0
1167,Baughman,,13,239.0
1168,Coldwell,,52,239.0
1169,MacLaury,,36,239.0
1170,Mitchell,,39,239.0
1171,Bucher,,81,239.0
1172,Burns,,7,239.0
1173,Mayo,,14,239.0
1174,Holland,,45,239.0
1175,0,,58,239.0
1176,4.987,LE,5,240.0
1177,5.000,,15,240.0
1178,5.000,,39,240.0
1179,5.000,,57,240.0
1180,5.200,A,22,240.0
1181,5.211,A,13,240.0
1182,5.250,,36,240.0
1183,5.250,,52,240.0
1184,5.250,,81,240.0
1185,5.250,,82,240.0
1186,5.250,,6,240.0
1187,5.000,,59,240.0
1188,5.000,,7,240.0
1189,5.250,,14,240.0
1190,Burns,,26,240.0
1191,MacLaury,,45,240.0
1192,Holland,,58,240.0
1193,Wallich,,15,241.0
1194,4.625,,57,241.0
1195,4.625,,61,241.0
1196,4.625,,81,241.0
1197,4.764,LE,39,241.0
1198,4.767,A,5,241.0
1199,4.782,A,52,241.0
1200,4.829,A,22,241.0
1201,4.833,A,13,241.0
1202,4.860,A,36,241.0
1203,4.863,A,82,241.0
1204,4.500,,22,242.0
1205,4.750,,5,242.0
1206,4.750,,13,242.0
1207,4.750,,15,242.0
1208,4.750,,36,242.0
1209,4.750,,39,242.0
1210,4.750,,52,242.0
1211,4.750,,61,242.0
1212,4.750,,81,242.0
1213,4.875,,82,242.0
1214,4.875,,6,242.0
1215,4.750,,7,242.0
1216,4.750,,14,242.0
1217,4.750,,58,242.0
1218,4.750,,59,242.0
1219,5.000,,45,242.0
1220,4.734,,13,243.0
1221,4.750,,59,243.0
1222,17,,6,243.0
1223,4.744,,15,243.0
1224,4.750,,29,243.0
1225,Burns,,39,243.0
1226,Winn,,61,243.0
1227,Balles,,36,243.0
1228,Coldwell,,7,243.0
1229,Gardner,,81,243.0
1230,Jackson,,82,243.0
1231,Partee,,45,243.0
1232,Holland,,5,243.0
1233,Black,,22,243.0
1234,Volcker,,52,243.0
1235,Wallich,,58,243.0
1236,0,,31,243.0
1237,4.750,,15,244.0
1238,4.875,,61,244.0
1239,4.875,,7,244.0
1240,4.875,,13,244.0
1241,4.875,,15,244.0
1242,4.875,,29,244.0
1243,4.875,,39,244.0
1244,5.000,,81,244.0
1245,5.000,,59,244.0
1246,5.000,,6,244.0
1247,4.725,A,45,244.0
1248,4.750,,82,244.0
1249,4.875,,5,244.0
1250,5.000,,52,244.0
1251,4.750,,31,244.0
1252,4.757,,7,245.0
1253,4.885,,13,245.0
1254,4.875,,29,245.0
1255,4,,81,245.0
1256,4.837,,6,245.0
1257,4.813,,39,245.0
1258,15,,45,245.0
1259,4.872,,61,245.0
1260,4.875,,82,245.0
1261,Black,,59,245.0
1262,Burns,,5,245.0
1263,Gardner,,52,245.0
1264,Volcker,,31,245.0
1265,0,,66,245.0
1266,5.483,A,59,246.0
1267,5.500,,6,246.0
1268,5.500,,5,246.0
1269,5.500,,7,246.0
1270,5.500,,13,246.0
1271,5.500,,15,246.0
1272,5.500,,29,246.0
1273,5.500,,39,246.0
1274,5.500,,61,246.0
1275,5.500,,81,246.0
1276,5.500,,82,246.0
1277,5.500,,48,246.0
1278,5.500,,22,246.0
1279,5.500,,52,246.0
1280,5.500,,58,246.0
1281,5.250,,66,246.0
1282,5.250,,31,246.0
1283,5.250,,48,247.0
1284,5.250,,6,247.0
1285,5.250,,7,247.0
1286,5.250,,13,247.0
1287,5.250,,15,247.0
1288,5.250,,29,247.0
1289,5.250,,39,247.0
1290,5.297,A,61,247.0
1291,5.375,,82,247.0
1292,5.250,,59,247.0
1293,5.250,,45,247.0
1294,5.375,,81,247.0
1295,5.375,,52,247.0
1296,0,,31,247.0
1297,5.125,,81,248.0
1298,5.138,LE,61,248.0
1299,5.194,A,59,248.0
1300,5.223,A,15,248.0
1301,5.250,,7,248.0
1302,5.250,,13,248.0
1303,5.250,,29,248.0
1304,5.250,,31,248.0
1305,5.250,,39,248.0
1306,5.250,,45,248.0
1307,5.250,,82,248.0
1308,5.260,A,48,248.0
1309,5.125,,22,248.0
1310,5.250,,5,248.0
1311,5.250,,52,248.0
1312,5.250,,58,248.0
1313,5.250,,15,249.0
1314,5.250,,59,249.0
1315,5.250,,6,249.0
1316,5.250,,7,249.0
1317,5.250,,13,249.0
1318,5.250,,29,249.0
1319,5.250,,39,249.0
1320,5.251,A,45,249.0
1321,5.201,A,81,249.0
1322,5.250,,82,249.0
1323,5.250,,48,249.0
1324,5.250,,5,249.0
1325,5.250,,22,249.0
1326,5.250,,52,249.0
1327,0,,58,249.0
1328,4.750,,6,250.0
1329,4.750,,39,250.0
1330,4.750,,48,250.0
1331,4.750,,61,250.0
1332,4.750,,82,250.0
1333,4.750,,59,250.0
1334,4.875,,13,250.0
1335,4.875,,15,250.0
1336,4.875,,29,250.0
1337,4.875,,45,250.0
1338,5.000,,7,250.0
1339,5.000,,81,250.0
1340,4.750,,5,250.0
1341,4.750,,22,250.0
1342,4.750,,58,250.0
1343,4.875,,31,250.0
1344,4.875,,66,250.0
1345,Winn,,52,250.0
1346,Black,,15,251.0
1347,Burns,,39,251.0
1348,Gardner,,48,251.0
1349,Guffey,,61,251.0
1350,Kimbrel,,82,251.0
1351,Volcker,,59,251.0
1352,Eastburn,,7,251.0
1353,Baughman,,13,251.0
1354,Morris,,29,251.0
1355,MacLaury,,31,251.0
1356,Mayo,,45,251.0
1357,Williams,,81,251.0
1358,Roos,,22,251.0
1359,Roos,,5,251.0
1360,Staff,proposal,58,251.0
1361,Staff,proposal,52,251.0
1362,0,,66,251.0
1363,4.500,,6,252.0
1364,4.500,,15,252.0
1365,4.500,,48,252.0
1366,4.500,,61,252.0
1367,4.500,,59,252.0
1368,4.625,,7,252.0
1369,4.625,,13,252.0
1370,4.625,,29,252.0
1371,4.625,,39,252.0
1372,4.625,,45,252.0
1373,4.625,,81,252.0
1374,4.625,,82,252.0
1375,4.375,,58,252.0
1376,4.500,,5,252.0
1377,4.500,,22,252.0
1378,4.500,,52,252.0
1379,4.625,,31,252.0
1380,4.625,,66,252.0
1381,4.656,A,7,253.0
1382,4.750,,39,253.0
1383,4.750,,59,253.0
1384,4.750,,45,253.0
1385,4.750,,6,253.0
1386,4.750,,13,253.0
1387,4.750,,15,253.0
1388,4.750,,29,253.0
1389,4.750,,48,253.0
1390,4.625,,61,253.0
1391,4.625,,81,253.0
1392,4.750,,82,253.0
1393,4.750,,31,253.0
1394,4.750,,58,253.0
1395,4.750,,5,253.0
1396,Staff,proposal,22,253.0
1397,0,,52,253.0
1398,4.625,,13,254.0
1399,4.625,,15,254.0
1400,4.625,,29,254.0
1401,4.625,,39,254.0
1402,4.625,,45,254.0
1403,4.625,,59,254.0
1404,4.688,,48,254.0
1405,4.688,,81,254.0
1406,4.750,,61,254.0
1407,4.750,,82,254.0
1408,4.625,,7,254.0
1409,4.625,,6,254.0
1410,4.625,,5,254.0
1411,4.625,,22,254.0
1412,4.625,,52,254.0
1413,4.750,,58,254.0
1414,4.750,,66,254.0
1415,4.683,,31,254.0
1416,4.661,,13,255.0
1417,4.625,,15,255.0
1418,12,,29,255.0
1419,19,,48,255.0
1420,4.683,,52,255.0
1421,4.625,,58,255.0
1422,Burns,,61,255.0
1423,Coldwell,,81,255.0
1424,Gardner,,31,255.0
1425,Lilly,,82,255.0
1426,Mayo,,66,255.0
1427,Morris,,39,255.0
1428,Partee,,59,255.0
1429,Volcker,,5,255.0
1430,Guffey,,7,255.0
1431,Wallich,,6,255.0
1432,Roos,,22,255.0
1433,0,,45,255.0
1434,4.750,,13,256.0
1435,4.750,,15,256.0
1436,4.750,,58,256.0
1437,4.750,,61,256.0
1438,4.750,,66,256.0
1439,4.763,A,81,256.0
1440,4.813,,48,256.0
1441,4.813,,31,256.0
1442,4.869,LT,52,256.0
1443,4.875,,29,256.0
1444,5.000,,39,256.0
1445,4.750,,82,256.0
1446,4.750,,5,256.0
1447,4.750,,7,256.0
1448,4.750,,22,256.0
1449,4.875,,45,256.0
1450,4.750,,29,256.0
1451,4.750,,15,256.0
1452,4.750,,39,256.0
1453,4.750,,48,256.0
1454,4.750,,61,256.0
1455,4.763,A,13,256.0
1456,4.813,,31,256.0
1457,4.813,,52,256.0
1458,4.869,LT,81,256.0
1459,4.875,,58,256.0
1460,5.000,,66,256.0
1461,4.750,,82,256.0
1462,4.750,,59,256.0
1463,4.750,,5,256.0
1464,4.750,,7,256.0
1465,4.875,,22,256.0
1466,Gardner,,6,256.0
1467,0,,45,256.0
1468,0,,13,258.0
1469,Burns,,29,258.0
1470,Coldwell,,31,258.0
1471,Gardner,,48,258.0
1472,Guffey,,52,258.0
1473,Jackson,,58,258.0
1474,Lilly,,81,258.0
1475,Mayo,,82,258.0
1476,Morris,,15,258.0
1477,Partee,,39,258.0
1478,Volcker,,61,258.0
1479,Wallich,,66,258.0
1480,Roos,,6,258.0
1481,Balles,,59,258.0
1482,Black,,5,258.0
1483,Eastburn,,7,258.0
1484,Fossum,,22,258.0
1485,5.458,,45,258.0
1486,5.375,,13,259.0
1487,Burns,,15,259.0
1488,Gardner,,29,259.0
1489,Guffey,,31,259.0
1490,Lilly,,39,259.0
1491,Mayo,,48,259.0
1492,Morris,,52,259.0
1493,Volcker,,58,259.0
1494,Wallich,,61,259.0
1495,Coldwell,,81,259.0
1496,Jackson,,82,259.0
1497,Partee,,66,259.0
1498,Roos,,6,259.0
1499,Balles,,7,259.0
1500,Winn,,22,259.0
1501,Baughman,,59,259.0
1502,0,,5,259.0
1503,6.000,,13,260.0
1504,6.000,,15,260.0
1505,6.000,,29,260.0
1506,6.000,,31,260.0
1507,6.000,,39,260.0
1508,6.000,,48,260.0
1509,6.000,,52,260.0
1510,6.000,,58,260.0
1511,6.000,,61,260.0
1512,6.000,,81,260.0
1513,6.000,,82,260.0
1514,6.250,,66,260.0
1515,6.000,,5,260.0
1516,6.000,,22,260.0
1517,6.000,,45,260.0
1518,6.000,,59,260.0
1519,6.000,,6,260.0
1520,Wallich,,13,261.0
1521,Coldwell,,29,261.0
1522,Guffey,,48,261.0
1523,Jackson,,61,261.0
1524,Volcker,,82,261.0
1525,Mayo,,15,261.0
1526,Morris,,31,261.0
1527,Roos,,39,261.0
1528,Black,,81,261.0
1529,Baughman,,52,261.0
1530,Eastburn,,58,261.0
1531,Winn,,66,261.0
1532,Willes,,7,261.0
1533,Balles,,5,261.0
1534,Kimbrel,,22,261.0
1535,Kimbrel,,59,261.0
1536,Staff,proposal,6,261.0
1537,0,,45,261.0
1538,6.500,,13,262.0
1539,6.500,,15,262.0
1540,6.500,,29,262.0
1541,6.500,,48,262.0
1542,6.500,,52,262.0
1543,6.500,,81,262.0
1544,6.625,,31,262.0
1545,6.625,,39,262.0
1546,6.625,,61,262.0
1547,6.625,,82,262.0
1548,6.750,,58,262.0
1549,6.750,,66,262.0
1550,6.625,,7,262.0
1551,6.625,,59,262.0
1552,6.625,,6,262.0
1553,6.750,,5,262.0
1554,6.750,,45,262.0
1555,Lilly,,13,263.0
1556,Mayo,,15,263.0
1557,Morris,,29,263.0
1558,Partee,,31,263.0
1559,Roos,,39,263.0
1560,Volcker,,48,263.0
1561,Wallich,,52,263.0
1562,Balles,,58,263.0
1563,Black,,61,263.0
1564,Eastburn,,66,263.0
1565,Kimbrel,,81,263.0
1566,Willes,,82,263.0
1567,Winn,,6,263.0
1568,Baughman,,7,263.0
1569,Baughman,,22,263.0
1570,Staff,proposal,45,263.0
1571,Staff,proposal,59,263.0
1572,0,,5,263.0
1573,6.486,A,39,264.0
1574,6.500,,13,264.0
1575,6.500,,15,264.0
1576,6.500,,29,264.0
1577,6.500,,31,264.0
1578,6.500,,48,264.0
1579,6.500,,52,264.0
1580,6.500,,58,264.0
1581,6.500,,61,264.0
1582,6.500,,81,264.0
1583,6.500,,82,264.0
1584,6.666,LT,66,264.0
1585,6.498,A,22,264.0
1586,6.500,,6,264.0
1587,6.500,,5,264.0
1588,6.500,,7,264.0
1589,6.500,,45,264.0
1590,Mayo,,59,264.0
1591,Morris,,13,265.0
1592,Partee,,15,265.0
1593,Volcker,,31,265.0
1594,Wallich,,48,265.0
1595,Gardner,,52,265.0
1596,Roos,,58,265.0
1597,Balles,,61,265.0
1598,Baughman,,81,265.0
1599,Black,,82,265.0
1600,Eastburn,,29,265.0
1601,Winn,,66,265.0
1602,Kimbrel,,6,265.0
1603,Willes,,5,265.0
1604,Willes,,7,265.0
1605,Staff,proposal,22,265.0
1606,Staff,proposal,59,265.0
1607,0,,45,265.0
1608,Guffey,,13,266.0
1609,Balles,,15,266.0
1610,Baughman,,39,266.0
1611,Eastburn,,52,266.0
1612,Kimbrel,,58,266.0
1613,Willes,,61,266.0
1614,Winn,,66,266.0
1615,Guffey,,81,266.0
1616,Balles,,82,266.0
1617,Baughman,,31,266.0
1618,Eastburn,,6,266.0
1619,Kimbrel,,5,266.0
1620,Willes,,22,266.0
1621,Winn,,45,266.0
1622,0,,59,266.0
1623,0,,7,266.0
1624,6.625,BS,2,349.0
1625,6.625,BT,8,349.0
1626,6.625,BT,10,349.0
1627,6.625,,35,349.0
1628,6.625,BT,41,349.0
1629,6.625,BT,43,349.0
1630,6.625,BS,69,349.0
1631,6.875,BT,16,349.0
1632,6.875,,30,349.0
1633,6.875,BT,42,349.0
1634,6.875,,75,349.0
1635,6.625,BT,7,349.0
1636,6.625,,31,349.0
1637,6.625,BT,54,349.0
1638,6.875,BT,25,349.0
1639,6.875,,90,349.0
1640,6.875,BT,58,349.0
1641,6.804,,60,349.0
1642,6.875,,35,350.0
1643,18,,69,350.0
1644,6.750,,2,350.0
1645,6.625,,8,350.0
1646,Heller,,10,350.0
1647,Seger,,16,350.0
1648,Angell,,30,350.0
1649,Boehne,,41,350.0
1650,Boykin,,42,350.0
1651,Corrigan,,43,350.0
1652,Greenspan,,75,350.0
1653,Johnson,,31,350.0
1654,Keehn,,25,350.0
1655,Kelley,,54,350.0
1656,Stern,,7,350.0
1657,Guffey,,90,350.0
1658,0,,60,350.0
1659,6.625,BE,69,351.0
1660,6.750,BS,8,351.0
1661,6.750,BS,10,351.0
1662,6.750,BE,35,351.0
1663,6.750,BE,41,351.0
1664,6.813,,2,351.0
1665,6.813,,16,351.0
1666,6.813,,30,351.0
1667,6.813,BE,42,351.0
1668,6.813,BE,43,351.0
1669,6.813,BE,75,351.0
1670,6.750,BE,25,351.0
1671,6.813,BE,7,351.0
1672,6.813,BE,31,351.0
1673,6.813,,101,351.0
1674,6.813,BS,54,351.0
1675,6.813,A,58,351.0
1676,6.875,BS,60,351.0
1677,6.813,,69,352.0
1678,18,,35,352.0
1679,6.788,,43,352.0
1680,6.813,,2,352.0
1681,Seger,,8,352.0
1682,Heller,,10,352.0
1683,Kelley,,16,352.0
1684,Angell,,30,352.0
1685,Boehne,,41,352.0
1686,Boykin,,42,352.0
1687,Corrigan,,75,352.0
1688,Greenspan,,7,352.0
1689,Johnson,,9999,352.0
1690,Keehn,,58,352.0
1691,Stern,,60,352.0
1692,Black,,31,352.0
1693,Guynn,,101,352.0
1694,0,,54,352.0
1695,6.438,,35,353.0
1696,6.438,,69,353.0
1697,6.469,BE,43,353.0
1698,6.500,,16,353.0
1699,6.500,,41,353.0
1700,6.500,,75,353.0
1701,6.624,A,30,353.0
1702,6.625,,2,353.0
1703,6.625,BS,8,353.0
1704,6.625,,10,353.0
1705,6.625,,42,353.0
1706,6.500,BE,25,353.0
1707,6.509,LE,7,353.0
1708,6.625,,31,353.0
1709,6.625,,101,353.0
1710,6.625,,54,353.0
1711,6.625,,58,353.0
1712,6.625,,60,353.0
1713,6.591,,2,355.0
1714,6.625,,25,355.0
1715,18,,30,355.0
1716,6.561,,35,355.0
1717,6.625,,41,355.0
1718,Angell,,43,355.0
1719,Forrestal,,69,355.0
1720,Greenspan,,7,355.0
1721,Heller,,16,355.0
1722,Johnson,,101,355.0
1723,Kelley,,60,355.0
1724,Seger,,42,355.0
1725,Black,,8,355.0
1726,Corrigan,,10,355.0
1727,Hoskins,,31,355.0
1728,Parry,,58,355.0
1729,Keehn,,75,355.0
1730,0,,54,355.0
1731,7.375,BT,2,356.0
1732,7.375,BT,35,356.0
1733,7.375,BT,41,356.0
1734,7.375,BT,43,356.0
1735,7.375,BT,69,356.0
1736,7.500,BT,16,356.0
1737,7.500,BT,30,356.0
1738,7.625,BT,25,356.0
1739,7.750,,7,356.0
1740,8.000,,101,356.0
1741,8.000,,60,356.0
1742,7.375,BT,8,356.0
1743,7.500,BT,10,356.0
1744,7.500,,31,356.0
1745,7.500,BT,42,356.0
1746,7.500,BT,54,356.0
1747,7.500,BT,58,356.0
1748,7.500,BT,75,356.0
1749,7.500,,2,357.0
1750,18,,7,357.0
1751,7.535,,16,357.0
1752,7.500,,25,357.0
1753,Angell,,30,357.0
1754,Black,,35,357.0
1755,Corrigan,,41,357.0
1756,Forrestal,,100,357.0
1757,Greenspan,,60,357.0
1758,Heller,,69,357.0
1759,Johnson,,101,357.0
1760,LaWare,,8,357.0
1761,Parry,,10,357.0
1762,Seger,,31,357.0
1763,Hoskins,,42,357.0
1764,Boehne,,54,357.0
1765,Boykin,,75,357.0
1766,0,,58,357.0
1767,8.125,BT,2,358.0
1768,8.125,BT,7,358.0
1769,8.125,BT,16,358.0
1770,8.125,BT,25,358.0
1771,8.125,BT,30,358.0
1772,8.125,BT,35,358.0
1773,8.125,BT,41,358.0
1774,8.125,BT,43,358.0
1775,8.125,BT,100,358.0
1776,8.125,BT,60,358.0
1777,8.125,BT,69,358.0
1778,8.125,BT,101,358.0
1779,8.125,BT,8,358.0
1780,8.125,BT,10,358.0
1781,8.125,BT,31,358.0
1782,8.125,BT,54,358.0
1783,8.125,BT,58,358.0
1784,8.125,BT,75,358.0
1785,Keehn,,42,358.0
1786,8.125,BT,2,358.0
1787,8.125,BT,7,358.0
1788,8.125,BT,16,358.0
1789,8.125,BT,25,358.0
1790,8.125,BT,30,358.0
1791,8.125,BT,35,358.0
1792,8.125,BT,41,358.0
1793,8.125,BT,43,358.0
1794,8.125,BT,100,358.0
1795,8.125,BT,60,358.0
1796,8.125,BT,69,358.0
1797,8.125,BT,101,358.0
1798,8.125,BT,8,358.0
1799,8.125,BT,10,358.0
1800,8.125,BT,31,358.0
1801,8.125,BT,54,358.0
1802,8.125,BT,58,358.0
1803,8.125,BT,75,358.0
1804,0,,42,358.0
1805,8.938,,69,360.0
1806,BT,,35,360.0
1807,12,,2,360.0
1808,8.438,,7,360.0
1809,8.902,,25,360.0
1810,8.938,,30,360.0
1811,7,,41,360.0
1812,8.804,,43,360.0
1813,8.813,,100,360.0
1814,19,,101,360.0
1815,8.866,,16,360.0
1816,8.938,,60,360.0
1817,Angell,,54,360.0
1818,Greenspan,,31,360.0
1819,Heller,,42,360.0
1820,Johnson,,75,360.0
1821,Kelley,,8,360.0
1822,LaWare,,10,360.0
1823,Mean,(all),2,361.0
1824,Median,(all),30,361.0
1825,8.938,,35,361.0
1826,BT,,41,361.0
1827,12,,43,361.0
1828,8.438,,100,361.0
1829,8.902,,69,361.0
1830,8.938,,16,361.0
1831,7,,25,361.0
1832,8.804,,7,361.0
1833,8.813,,101,361.0
1834,19,,60,361.0
1835,8.866,,99,361.0
1836,8.938,,10,361.0
1837,Angell,,31,361.0
1838,Greenspan,,42,361.0
1839,Heller,,75,361.0
1840,Johnson,,8,361.0
1841,0,,54,361.0
1842,9.750,BS,2,362.0
1843,9.750,BT,30,362.0
1844,9.750,BT,31,362.0
1845,9.750,BT,35,362.0
1846,9.750,BT,41,362.0
1847,9.750,BT,42,362.0
1848,9.750,BS,43,362.0
1849,9.750,BT,100,362.0
1850,9.750,BS,54,362.0
1851,9.750,BS,69,362.0
1852,9.909,LT,16,362.0
1853,9.918,LT,99,362.0
1854,9.750,BT,7,362.0
1855,9.750,BT,10,362.0
1856,9.750,BT,75,362.0
1857,9.985,LT,25,362.0
1858,10.000,,60,362.0
1859,10.000,,101,362.0
1860,Hoskins,,54,362.0
1861,9.750,BS,69,362.0
1862,9.750,BT,35,362.0
1863,9.750,BT,41,362.0
1864,9.750,BT,2,362.0
1865,9.750,BT,16,362.0
1866,9.750,BT,30,362.0
1867,9.750,BS,31,362.0
1868,9.750,BT,42,362.0
1869,9.750,BS,43,362.0
1870,9.750,BS,100,362.0
1871,9.909,LT,99,362.0
1872,9.918,LT,7,362.0
1873,9.750,BT,8,362.0
1874,9.750,BT,10,362.0
1875,9.750,BT,25,362.0
1876,9.985,LT,101,362.0
1877,10.000,,60,362.0
1878,0,,75,362.0
1879,9.063,,69,365.0
1880,9.313,BS,2,365.0
1881,9.313,BS,16,365.0
1882,9.313,BS,30,365.0
1883,9.313,BS,31,365.0
1884,9.313,BE,41,365.0
1885,9.313,BS,42,365.0
1886,9.313,BS,43,365.0
1887,9.313,BS,100,365.0
1888,9.313,BS,54,365.0
1889,9.313,BS,99,365.0
1890,9.313,BS,7,365.0
1891,9.313,BE,8,365.0
1892,9.313,BS,10,365.0
1893,9.313,BS,25,365.0
1894,9.313,BS,60,365.0
1895,9.313,BS,75,365.0
1896,9.313,,101,365.0
1897,18,,2,364.0
1898,9.307,,16,364.0
1899,9.313,,30,364.0
1900,Angell,,31,364.0
1901,Corrigan,,41,364.0
1902,Greenspan,,42,364.0
1903,Guffey,,43,364.0
1904,Johnson,,100,364.0
1905,Keehn,,54,364.0
1906,Kelley,,69,364.0
1907,LaWare,,99,364.0
1908,Melzer,,8,364.0
1909,Seger,,10,364.0
1910,Syron,,25,364.0
1911,Boehne,,101,364.0
1912,Boykin,,60,364.0
1913,0,,75,364.0
1914,8.500,,69,366.0
1915,9.000,BE,2,366.0
1916,9.000,BS,16,366.0
1917,9.000,BE,30,366.0
1918,9.000,BS,31,366.0
1919,9.000,BE,41,366.0
1920,9.000,BE,42,366.0
1921,9.000,BE,43,366.0
1922,9.000,BS,100,366.0
1923,9.000,BS,54,366.0
1924,9.000,BS,99,366.0
1925,9.000,BE,7,366.0
1926,9.000,BE,8,366.0
1927,9.000,BS,10,366.0
1928,9.000,BS,25,366.0
1929,9.000,BT,101,366.0
1930,9.000,BS,60,366.0
1931,9.000,BS,75,366.0
1932,9.000,,69,367.0
1933,9.000,,2,367.0
1934,18,,16,367.0
1935,8.972,,30,367.0
1936,9.000,,31,367.0
1937,Seger,,41,367.0
1938,Angell,,42,367.0
1939,Corrigan,,43,367.0
1940,Greenspan,,100,367.0
1941,Guffey,,54,367.0
1942,Johnson,,99,367.0
1943,Keehn,,7,367.0
1944,Kelley,,8,367.0
1945,LaWare,,10,367.0
1946,Melzer,,25,367.0
1947,Syron,,101,367.0
1948,Black,,60,367.0
1949,0,,75,367.0
1950,8.000,,69,368.0
1951,8.250,BS,16,368.0
1952,8.250,BS,30,368.0
1953,8.250,BS,41,368.0
1954,8.250,BS,42,368.0
1955,8.250,BS,43,368.0
1956,8.250,BS,99,368.0
1957,8.500,,2,368.0
1958,8.500,BE,31,368.0
1959,8.500,BE,100,368.0
1960,8.500,BE,54,368.0
1961,8.250,BS,10,368.0
1962,8.250,BS,25,368.0
1963,8.500,,7,368.0
1964,8.500,BE,8,368.0
1965,8.500,BS,60,368.0
1966,8.500,BE,75,368.0
1967,9.000,,101,368.0
1968,8.500,,69,369.0
1969,18,,2,369.0
1970,8.389,,8,369.0
1971,8.375,,16,369.0
1972,Seger,,30,369.0
1973,Angell,,41,369.0
1974,Boehne,,43,369.0
1975,Corrigan,,100,369.0
1976,Greenspan,,75,369.0
1977,Johnson,,10,369.0
1978,Kelley,,101,369.0
1979,LaWare,,7,369.0
1980,Stern,,25,369.0
1981,Boykin,,31,369.0
1982,Hoskins,,42,369.0
1983,Black,,54,369.0
1984,Forrestal,,60,369.0
