4.313278397235262990e-02,2.850421394105372846e-02,1.886390682055294823e-02,3.263359089723526230e-02,6.003235850286907371e-02,3.039009520083463603e-02,3.971863588941053347e-02,4.920305979394887924e-02,1.285170513823682970e-02,3.276807837767344717e-02,3.214454551382368158e-02,2.570137258737611313e-02,3.964527908189879879e-02,2.911857720396452548e-02,4.068755705529472633e-02,4.024741621022430438e-02,2.810992110067814242e-02,2.122355079551382570e-02,3.880167579551382223e-02,1.912982524778299512e-02,2.844002673448095889e-02,3.411295318205528893e-02,3.044816934011475990e-02,5.500741718831508170e-02,3.196421002869066080e-02,1.937129140584246262e-02,2.339674621804903321e-02,5.029118577203964269e-02,2.810380803338549671e-02,3.595604297078768691e-02
2.007654368912711526e-02,4.005541703370808782e-02,3.080504003862022042e-02,3.632652502600394739e-02,3.773559082471096560e-02,4.428261442982914242e-02,3.228315939302546511e-02,2.659650576566085015e-02,3.765347308279956562e-02,2.174502689978152076e-02,3.778504810108943013e-02,3.725501540329764771e-02,3.134253798567666893e-02,3.189496643126247394e-02,2.617565233836491312e-02,2.934838327585091375e-02,3.278799687454896777e-02,3.612682960817394789e-02,3.517687663924431302e-02,4.020098939436921037e-02,3.272360909964117104e-02,2.819220279598469436e-02,3.584781591690679864e-02,3.643290482802553909e-02,4.190306622671463588e-02,2.948742354340545130e-02,4.147288123783786362e-02,2.763510856960847348e-02,2.423095490491761206e-02,3.641984064181236214e-02
2.150434396709167625e-02,2.894200078515711885e-02,1.824636864833495409e-02,1.961612644443306783e-02,3.438262754535988813e-02,2.694497072729445247e-02,2.284209807636506176e-02,2.846194548278628556e-02,1.101993616331268036e-02,2.926203765340434221e-02,2.129952037141345095e-02,2.250925973338795127e-02,2.729701128236639712e-02,4.233874408998583583e-02,4.275479201870721613e-02,5.873743321897349073e-02,4.819541877890999582e-02,3.130387287282161701e-02,4.893150357587860294e-02,4.000887568914605896e-02,6.193780190144571041e-02,4.803540034478638587e-02,3.170071858944817356e-02,4.413735128953522047e-02,3.072140577261166933e-02,4.231954187789099819e-02,3.241760117432194999e-02,3.682770921876866999e-02,2.460230085172478501e-02,2.270128185433628598e-02
2.836824442535865881e-02,3.434925406368292966e-02,3.941533861373540393e-02,1.943609441104431415e-02,3.406177434233546159e-02,2.717538251105385688e-02,3.075277539205395136e-02,3.512103572223813225e-02,3.124184877691892070e-02,2.763463434806120306e-02,2.321746667939052905e-02,3.360252250532811541e-02,3.657632725768998616e-02,4.357246238508763470e-02,2.721593981614021940e-02,3.778350351496644055e-02,3.964436810128192656e-02,4.421422209498361566e-02,4.522219041257117406e-02,3.179056525749912598e-02,4.025511340140598693e-02,3.740894487387473599e-02,3.996166937048700740e-02,2.750938384705919892e-02,3.525344339472596261e-02,3.946424595222190052e-02,2.156296720424976873e-02,3.082553996882654232e-02,2.866288131819194271e-02,2.869986003753538517e-02
2.305259374223153634e-02,2.976706374001437602e-02,2.734078433743843822e-02,2.327179032377266893e-02,4.964088713307668321e-02,4.029605815680030456e-02,3.182801550668843543e-02,2.011989465126747673e-02,3.138962234360617720e-02,3.109484073394741532e-02,3.247048824568829484e-02,2.962597168752813606e-02,3.211775811447268453e-02,2.976706374001437602e-02,3.330696255685673679e-02,1.700579149282110264e-02,4.735066078111248300e-02,1.826806146238553127e-02,2.729795282150511426e-02,2.910191549257922991e-02,3.642610471717762366e-02,4.364195540147407931e-02,3.547121386195822151e-02,4.934106652154342243e-02,3.040197797620246972e-02,4.349330484617607018e-02,4.287602711654875387e-02,4.669055153555183579e-02,2.547383414293296483e-02,4.206978681662736780e-02
6.885617158408741112e-02,7.301215354535720015e-03,5.189696505241646329e-02,1.999759287096806309e-02,3.520303396508189103e-02,2.321774201471787230e-02,2.657052888063587623e-02,2.412409978286713524e-02,3.254291075937552208e-02,3.247290751712009205e-02,2.271298179424450711e-02,4.109435945805208629e-02,5.214381859089613908e-02,2.646368182666706051e-02,3.812474823395328727e-02,3.580727247718139272e-02,3.094388933101462763e-02,3.067492950550692113e-02,4.694147237696623398e-02,2.382198052681738440e-02,3.277502677316983942e-02,5.364336172763089355e-02,2.369671156699187584e-02,5.839989781982884987e-02,3.194972539079003054e-02,3.091809866281525904e-02,3.287450506479598633e-02,2.376671480924730587e-02,1.739641976400310708e-02,2.366723651762116937e-02
3.386417333884457481e-02,3.084542745314166473e-02,3.843199991835193063e-02,4.306584661390160107e-02,3.510228971795696651e-02,2.603552711481249213e-02,2.884281726652480546e-02,2.694449972698927803e-02,2.543847563060373795e-02,4.369351612294157527e-02,2.514760439470716674e-02,3.474061429963819225e-02,3.395124334695835688e-02,2.807353939264044945e-02,3.863101707975484522e-02,2.950301842694794466e-02,2.724302546909365685e-02,4.069103606293024422e-02,3.865398059837826111e-02,2.906958201293101049e-02,2.444721707669305147e-02,3.431770283165699181e-02,2.411520286992952997e-02,2.620488306466016437e-02,4.401022131728948850e-02,3.810764021779620980e-02,4.593341600200037678e-02,3.478941177671295015e-02,4.041643065272525898e-02,2.968864020248720287e-02
3.659570407728777314e-02,3.775644377375807215e-02,3.839348551736614101e-02,3.909754074309401695e-02,2.929371650704772068e-02,2.281078260716090308e-02,3.650718009473444964e-02,2.689446838177056431e-02,3.045031956881925905e-02,3.493774089002728983e-02,4.442056227345030084e-02,2.507434911431893204e-02,2.695155394061336807e-02,3.052643364727632841e-02,2.963457520622502644e-02,2.975453761248888357e-02,2.544499158332726857e-02,2.747194258571658207e-02,2.969993403446533758e-02,4.558461127767959864e-02,4.215947774711152618e-02,2.700450286475741465e-02,4.452066883316014440e-02,3.819409972488620880e-02,3.806420939534534142e-02,3.416998148993860562e-02,2.593145982390070853e-02,3.505522131547189613e-02,3.564924205821293213e-02,3.195026331058736097e-02
3.212769254014961190e-02,3.013973934444282368e-02,4.225472947190231365e-02,2.144076347646596548e-02,2.836018510693331246e-02,3.552065806692839695e-02,3.668365870461000322e-02,3.430099596134983386e-02,2.877506229560256035e-02,3.221124419620105539e-02,3.862359370718377455e-02,2.688794730547509892e-02,2.385223713560593803e-02,3.445945599868878439e-02,3.448730655070592760e-02,2.884804994916474047e-02,3.311494659096438087e-02,3.317737024203730456e-02,3.120382250427041620e-02,3.361721689113571221e-02,3.790428117405121589e-02,4.723997828297185619e-02,3.315144041774547440e-02,3.499149757860257892e-02,3.267413957800330976e-02,2.303592785234469600e-02,3.870042281619659463e-02,3.669902452641256307e-02,3.684307910581161027e-02,3.867353262804211489e-02
2.982175363893324258e-02,3.207930188867257754e-02,2.596377958114292478e-02,3.252862416849554988e-02,3.612684802395413342e-02,3.615145593785924760e-02,1.976440808549214875e-02,2.776106870043480029e-02,4.124985113731093750e-02,3.210208699414027894e-02,2.682141095094700903e-02,3.145134438198286808e-02,3.947716993192418311e-02,3.639206665159811643e-02,4.232713092382361930e-02,2.542422828366788096e-02,3.152790233635432982e-02,3.356397936094766832e-02,5.536932529353291721e-02,3.265986637598948528e-02,2.830791123165950912e-02,3.754772720091967275e-02,3.255596629505678324e-02,3.986087110800018429e-02,3.754681579670095248e-02,2.782395559152563841e-02,3.162268837509994712e-02,3.887382033913958090e-02,2.822132783088226668e-02,2.907531358381151843e-02
