2.273445709003877116e-02,2.007035303921598027e-02,2.311754551523979850e-02,2.141674045147692190e-02,2.138011738810374415e-02,2.276371637705551162e-02,2.172727202722938775e-02,2.138312001741529689e-02,2.222909116075672681e-02,1.853191990765422695e-02,2.279513714377730607e-02,2.136958559484498921e-02,2.246585439049178512e-02,2.091558734001829761e-02,2.235529346384536320e-02,1.938715631815016160e-02,2.087617485314507276e-02,2.210356479059757615e-02,2.409065366813096382e-02,2.199285138021052355e-02,2.398898528331110808e-02,2.276490434491568876e-02,2.180526754387320312e-02,2.156595372448935274e-02,2.273241452963120635e-02,2.130101852637590262e-02,2.237798677735442637e-02,2.163886628453692840e-02,1.994525704306931990e-02,2.041177198230826467e-02
2.353566873082877861e-02,2.124019547948613820e-02,2.237452541634180059e-02,2.271045970743302070e-02,2.173560999314363279e-02,2.292162464830319740e-02,2.126648230889937805e-02,2.162450944940998154e-02,2.147495153915303726e-02,2.359097892187450585e-02,2.094745903791601221e-02,2.197409138442454543e-02,2.105495447324803870e-02,2.127833905673826020e-02,2.112901130435038133e-02,2.301191907476170251e-02,2.074427817947172709e-02,2.209967425772047314e-02,2.252591421316996190e-02,2.048656726196185912e-02,2.201034335568871278e-02,2.306642375548603394e-02,2.143719532902559066e-02,2.092605751668516825e-02,2.211124338356269467e-02,2.096753067785664393e-02,2.086381030366268180e-02,1.798233285624600830e-02,2.279856269297106733e-02,2.235852139305908454e-02
2.203452157446300630e-02,2.132819859971864934e-02,2.265893462712391046e-02,2.095929748275138574e-02,1.935933943494294596e-02,2.198873453483794760e-02,2.209276773553769252e-02,2.118401282901034507e-02,2.258144722683971123e-02,2.137619389804426562e-02,2.221381523798904647e-02,2.184905681246367831e-02,2.290387661074590880e-02,2.276319740086533289e-02,2.146924808262385548e-02,2.157156389727061391e-02,2.083634324853118544e-02,2.186098856035247409e-02,2.188846176507179206e-02,2.381418963840578953e-02,2.136012779234264941e-02,2.201743910268246299e-02,2.174362372402815005e-02,1.873358569918020730e-02,2.247047256946297852e-02,2.270480488168076516e-02,2.083558677055280528e-02,2.022715835545509794e-02,2.367305087457347718e-02,2.175635585917093384e-02
2.042905289677378680e-02,2.226726992389304119e-02,2.236640623656859297e-02,2.166063705947555290e-02,2.128208393978014284e-02,2.316770499627924390e-02,2.130012549794650656e-02,2.396570013069619295e-02,2.070124267218025060e-02,2.172901923273640179e-02,2.192628435753886038e-02,2.314604535758392478e-02,2.219731464599639797e-02,2.244406649777788351e-02,2.196077299510144215e-02,2.239254908961681861e-02,2.198542329380965762e-02,1.995785627931170175e-02,1.975967196643737406e-02,2.103568083717681503e-02,2.072814697264154654e-02,2.079302842002667823e-02,2.267109204362041316e-02,2.245580034805104083e-02,2.009840558397702273e-02,2.125327725804420503e-02,2.179114459789926322e-02,2.185898099519536023e-02,2.193547701756078799e-02,2.293817775028798162e-02
2.326427250146914996e-02,2.344363850297573326e-02,1.921034305987441571e-02,2.097488906940961698e-02,1.998644550997456457e-02,2.106080060609770779e-02,2.015228985628228844e-02,2.162189041977924386e-02,2.259563412952332942e-02,1.975841425749860422e-02,2.161080522095369313e-02,2.126642314044792370e-02,2.174802161223148705e-02,2.344534623665617268e-02,2.094706951789207516e-02,2.251523542586176749e-02,2.333930380929419984e-02,2.086235310617602298e-02,2.172510983999669312e-02,2.228506155748067805e-02,2.109558202773006291e-02,2.184284239851350465e-02,2.081587456784571299e-02,2.274050107816331240e-02,2.396061604728502714e-02,2.287776079907920951e-02,2.160749925591158582e-02,2.013930816106570751e-02,2.372431144174666495e-02,2.163124696918915929e-02
2.459847614670579094e-02,2.222583282144834776e-02,2.203194826533077036e-02,2.021171420849057765e-02,2.046762219216672132e-02,2.114294981765824782e-02,2.058769737961156990e-02,2.146545292443086117e-02,2.242858172944910827e-02,2.046726687985131465e-02,2.258654677293705365e-02,2.216480036275692705e-02,2.185271608987777656e-02,2.245726777344858593e-02,2.116206387314781973e-02,2.115906440283690793e-02,2.279328600579743139e-02,2.194896011260168839e-02,2.032632480945491954e-02,2.078725204643346730e-02,1.998849013502185940e-02,2.163259878987593143e-02,2.192441558244497338e-02,2.228038677789435235e-02,2.269027429636150117e-02,2.310668540380216712e-02,2.131461298718400482e-02,2.355993849877310864e-02,2.049953492767795857e-02,2.236394256470532887e-02
2.158205980478199171e-02,2.341380363941132636e-02,2.163203839663371125e-02,2.169964599463995378e-02,2.235558578111986050e-02,2.173055752448763839e-02,2.277550830451909730e-02,2.005274368071134281e-02,1.877729033919499010e-02,2.071844650509400629e-02,2.086665376765184030e-02,1.998399045361419490e-02,2.426617051878255521e-02,2.145407645470248648e-02,2.161216192955244669e-02,2.243506936918052141e-02,2.028938657463244533e-02,2.299243357195125334e-02,2.223341264619156654e-02,2.134244465629705351e-02,2.154987009353256586e-02,2.194167422223892300e-02,2.189690619156724888e-02,2.073401259369642494e-02,2.116292376364198313e-02,2.232938041860221129e-02,2.273906732835258293e-02,2.221365459806946829e-02,2.264647125986688631e-02,2.279085910230125092e-02
2.128312818417362612e-02,2.276955080624457409e-02,1.967204701290405436e-02,1.957514635642775697e-02,2.124942904532847038e-02,2.146584220511241203e-02,2.191356864585127656e-02,1.974240610705670432e-02,2.125914080085207838e-02,2.381523537935028786e-02,2.086443070614645012e-02,2.120929651980811570e-02,2.094938441661707909e-02,2.146917940698344837e-02,2.159392319406022026e-02,2.050928305974390048e-02,2.191761552168721219e-02,2.179515920532315576e-02,2.356999669154731872e-02,2.213424127632875049e-02,2.136084111729667431e-02,2.275531163955144334e-02,2.388345259492891809e-02,2.019580986500973604e-02,2.236154698899195381e-02,2.232417948169172425e-02,2.233793020359193041e-02,2.187617329642706221e-02,2.185352513085837139e-02,2.451590905971474249e-02
2.180269527092535548e-02,2.141868543244607181e-02,2.287292439247207848e-02,2.211700501735291285e-02,2.170952001893961675e-02,2.081808386453115611e-02,2.262109188185303099e-02,2.118974067947198073e-02,2.125662399079962517e-02,2.154238269931560423e-02,2.184057420091307933e-02,2.366761357124969739e-02,2.088489144336688058e-02,2.142745256935438269e-02,2.292105742522221323e-02,2.157863986702093784e-02,2.316021256059605168e-02,2.147054104549939862e-02,2.085072937133453791e-02,2.229697529421269253e-02,1.952379909153098211e-02,2.105748529750170461e-02,2.119020148945318163e-02,2.301533532729174714e-02,2.036182019814997135e-02,2.278033581876594271e-02,2.220550146847224265e-02,2.220579764305526116e-02,2.049008584252845488e-02,2.194970172835977729e-02
2.169434481597492387e-02,2.264134699035437112e-02,2.019551912189836151e-02,2.182638758834883758e-02,2.383336765749921940e-02,2.154911338074425725e-02,2.250426432906117019e-02,2.249123402742459962e-02,2.077129749511497092e-02,2.015937311063462772e-02,2.043503785369135684e-02,2.225133734177975331e-02,2.209820342490370626e-02,2.199825508015231662e-02,2.186109387354626468e-02,2.321585059085884764e-02,2.078777357600536044e-02,2.313882818642928538e-02,2.257600758622779757e-02,2.082214518565143196e-02,2.388299484058742372e-02,1.978113075407519558e-02,2.164318561239027966e-02,2.209057372207267125e-02,2.214898871550187789e-02,2.274540889483099917e-02,2.086038530018022308e-02,2.031660586206739810e-02,1.997397066644841096e-02,2.192512776250280307e-02
